transaction_id,items
5511,tomato|item_R04|bread
5512,item_H05|item_J05|cheese
5513,item_R02|item_D05|fish
5514,eggs|item_Q03|item_P04|item_P02
5515,item_H01|chips|item_F01|item_D01|item_J04
5516,garlic|item_A02|item_N05|item_B02|item_C05|yogurt|cheese
5517,item_T05|item_N03|item_F04|item_T01
5518,item_D02|item_I04|item_K05|item_S05
5519,item_I03|item_C01|item_M01
5520,oil|item_D04|item_N02|milk
5521,item_O03|item_R05|onion
5522,item_T05|item_I04|item_F03|eggs|bread|item_P04|item_T04|pasta
5523,item_S03|onion|item_C02|item_N04|item_K04|item_J03|item_D03|item_H02|item_S05
5524,tea|item_Q04|item_A01|item_L03|item_R01|item_H01|onion
5525,item_F02|item_T02|item_J04|fish|item_A01
5526,item_D02|item_B02|item_T04|item_P02|item_Q01
5527,oil|item_K02|item_G01|item_K04
5528,item_J04|item_P02|item_O01|item_D01|item_G05|item_J01|item_P05|item_R01
5529,oil|item_H01|item_T03|item_S05|item_N04|coffee|item_C03
5530,sugar|item_H02|milk
5531,item_B04|item_A04|item_K01|item_Q04|item_J02|item_R02|item_S04|item_G01
5532,item_Q01|item_M03|item_B04|banana|item_H01|item_A03|item_D04|item_T04|item_I02|item_G04
5533,item_F02|item_B03|milk
5534,garlic|item_O03|item_N04|yogurt|chips|item_J05
5535,item_J04|item_P04|cheese|pasta|item_L03
5536,item_C03|item_I03|item_H05|item_J02|sugar|item_J01|chips|item_B04|item_G03|item_M01
5537,item_C02|item_J05|item_F02|item_N04|item_J03|yogurt|oil|item_P02
5538,item_S03|item_F03|item_K04|chicken
5539,item_C02|item_I01|coffee|item_A03
5540,item_K03|item_I02|item_J05|item_E01
5541,butter|item_N02|chips|item_P03|item_R04|item_S05
5542,item_N04|item_C05|item_Q01|tea|item_T02
5543,item_E05|apple|onion|item_F03|item_C01|item_R04|item_T02|item_N03
5544,item_F02|item_A01|yogurt|item_E02|eggs|item_E03|orange|item_K05
5545,item_N05|item_L04|item_B04|item_A03|item_M01
5546,item_I02|beef|item_G02|item_L04|item_H03|item_R05|item_P05|item_L01
5547,item_F01|item_R01|eggs|item_O04|item_L04|juice|item_T03|item_M04|item_R02
5548,item_G03|item_C05|item_F03
5549,item_R02|item_G04|item_P03|item_R03|item_K05|item_S03
5550,chips|item_K03|item_T01|item_K01|cheese|item_H05|item_T05
5551,orange|butter|milk|beef|sugar|item_N03|item_T03
5552,pasta|item_O02|milk|item_Q03
5553,item_B03|item_R02|item_S04|item_D04|chicken|item_M04|item_E01|fish
5554,item_L01|item_C03|item_K01|item_S02
5555,item_C02|item_F04|milk|item_Q04|item_E02|coffee|orange
5556,item_N05|item_K01|item_L03|item_R02|item_I05|chips|item_H03|item_M02|cheese
5557,item_D02|onion|item_E04|item_I02|item_T01|chicken|fish
5558,item_F03|item_C02|item_B03|chips
5559,pasta|item_Q05|item_Q02|item_T02|cheese|item_I04|apple|item_R01|item_A02|item_C01
5560,item_K05|item_H02|item_C03
5561,item_H01|item_F05|item_T03|item_P02|oil
5562,item_I03|item_O01|item_N01|item_A05
5563,item_H03|item_N04|rice|item_B03|item_R05|item_A04|item_G04
5564,orange|tomato|item_A03|item_D03|item_P05|rice|item_I01
5565,item_J04|item_B04|item_B03|item_E04|item_C03|item_E03|juice
5566,item_Q03|onion|item_H05|item_M01|item_I05|item_A05|salt|item_I02
5567,item_B03|item_P04|item_I02|item_K03|item_B01|item_B02|item_I03|beef
5568,item_S04|item_J01|item_L03|item_L05|item_K05
5569,item_E03|item_K04|item_R04|item_I05|item_I02|item_T01|item_I03|item_O05|butter|item_C05
5570,item_L04|item_D01|item_I04|item_O02|item_Q04
5571,item_H01|item_S05|item_L02|item_L05|item_D02|item_M01|item_F05|item_N02|chicken
5572,item_J04|sugar|item_K03|item_I05|item_P02|item_F05|item_G04|item_L02|item_O01
5573,item_E05|item_S04|sugar|item_C05|item_A05
5574,item_M02|item_H03|item_C01|item_I02|item_N01
5575,juice|item_K04|item_Q04
5576,item_A05|item_N01|item_E01|milk|bread|item_L04|item_T05|item_K01
5577,tea|item_A03|item_L03
5578,item_P03|onion|item_D01
5579,item_I04|orange|item_T01|item_A05|item_G04|item_C03|item_P01
5580,item_T04|item_S03|item_G05|item_L03|item_B03|juice|item_M05|item_H04|sugar
5581,yogurt|banana|item_R01|item_R03
5582,item_R03|item_P01|item_E04|apple|item_L01|item_N01|item_D01|item_Q02|item_M05
5583,item_R05|orange|item_D03
5584,item_D03|sugar|item_C05|tea|item_N02|item_K03|yogurt|item_O05|item_Q01
5585,item_J04|item_L04|item_N02
5586,item_T01|item_B02|item_L02|item_H05
5587,item_A04|item_K05|item_O01|item_E04|fish|item_R01|item_E02|item_R02
5588,item_J03|item_S01|item_I02|item_G01|item_P02|item_P01|item_H05|item_P03|item_T04|item_J05
5589,item_F02|item_Q02|item_M05|chips|item_A02|item_D03|item_B02|item_H03|item_R02
5590,item_D04|item_R01|item_K02|item_K05|eggs|bread|item_C04
5591,item_K03|item_F05|pasta|item_J05|item_A05|item_F04|item_I01|item_Q04|item_O01|item_P05
5592,item_A04|item_T01|item_P01|orange|item_I05|item_K04|item_G03|item_E01|item_M01
5593,item_K05|item_O05|item_E04|item_J02
5594,item_G01|item_N05|item_G02|item_P01|item_N04|item_I02
5595,item_R04|item_G05|item_A02|fish|item_J05|item_A05|item_P01|item_K03
5596,item_N05|sugar|item_E03
5597,item_G05|chicken|item_A02|item_F02|item_C02|yogurt|item_S03|juice|item_C03
5598,item_O03|item_Q03|item_R02|chicken|item_B05|tea|item_H04|item_I01
5599,item_S05|item_J03|item_J01|item_L04|cheese|item_Q01|rice
5600,item_A05|item_S03|item_J01|item_B04|banana|item_I05|item_E02
5601,item_G03|item_E05|item_T02|item_J05
5602,item_S03|item_M02|item_A01
5603,item_J03|item_O03|beef|item_N03
5604,item_S04|item_H03|item_D01
5605,item_Q04|yogurt|item_P04|tea|item_I04|item_A04|item_H03|tomato
5606,item_B05|item_C03|item_R04|item_Q01|item_C01
5607,item_M04|item_B04|item_E01|item_P05|item_K04|item_E02
5608,item_R04|item_K02|item_P05|item_Q02|item_O02|apple
5609,item_M01|item_B01|item_T02|item_N01|yogurt|item_P04|item_Q05|item_L01
5610,item_I03|item_B02|item_D05|item_O04|item_C05|item_K01|orange
5611,item_Q05|orange|salt|item_F02|sugar|eggs|item_E01
5612,chicken|item_S01|item_T01|item_A05|item_E02|item_M04|item_J02|item_O04
5613,item_B02|item_T04|item_I05|item_E05
5614,item_O05|item_D05|rice|item_I03|milk|item_S02|item_E04|yogurt
5615,item_I02|item_Q03|item_D01|eggs|item_R03|item_S03|banana|item_I04|chips
5616,item_Q03|item_G02|item_D04|item_H04|item_A01|item_E02|item_H02|sugar|item_T04|pasta
5617,item_G05|item_Q04|item_A02|item_M02|item_M04|milk|item_P02
5618,item_Q03|item_G04|oil|item_J01
5619,item_A02|item_G05|sugar|bread|item_I03|yogurt|item_R02|item_A01|item_S04|item_A05
5620,item_R02|item_K04|item_D01|item_S02|tomato|item_L02
5621,orange|rice|item_B04|item_H05|item_B03|item_R02|item_P03|item_I05|item_D05
5622,item_P05|chicken|item_A01|item_C03|item_J01|chips
5623,item_L03|item_K02|item_N04|item_M01|item_N02|milk|item_I01
5624,item_L04|item_D05|item_J02
5625,item_C02|item_B04|item_A04|item_H04|item_F01
5626,item_O05|butter|item_C02|item_G03|item_A03|item_F04|item_B04|item_H01|item_F05
5627,item_H02|item_O01|item_M03|item_T05
5628,item_I03|item_N01|item_P01
5629,item_O04|item_O02|item_B03|eggs|item_I05|item_F02|item_T05|item_H02|item_C05
5630,item_L05|item_B05|item_O03|onion|item_G05|item_E04|item_E01
5631,item_F04|tomato|item_K02|item_F02|item_I03|item_B04|onion|apple|item_D03|item_T04
5632,item_K01|item_M05|item_F01|item_A05|item_T04|item_E05
5633,item_S04|item_C01|item_B03|coffee|tomato|butter
5634,garlic|item_P04|banana|item_G02|item_A03|item_K04
5635,coffee|fish|item_A02|item_O03|item_L05|item_C05|item_G01|item_C01|item_H01|item_H05
5636,item_I03|item_R03|juice|item_L01|chips
5637,item_M03|item_Q05|item_E02|item_N05|item_E01|item_T02|item_I01|oil
5638,item_P01|item_D02|bread|item_Q05|item_C05|item_E02|item_C02|item_O02
5639,item_C01|yogurt|item_C03|item_C04|oil|item_T04|item_M03|item_T05|item_G01
5640,item_M04|item_R05|item_M01|item_O01|item_B05|tomato|item_M03
5641,item_D05|chicken|item_H01|item_K04|item_B01|item_R03|coffee|item_P03|item_S05
5642,sugar|tea|rice|item_B04|banana|butter|item_P03|chicken|item_L01
5643,item_D02|item_B01|banana|item_E02
5644,item_L02|item_K05|item_M01
5645,item_S05|item_D02|item_F04|item_H01|item_C04|item_R01|item_B04|item_O01|item_B05
5646,tea|item_M03|item_M05|item_I02|item_K04|item_C01|item_S05|item_L03
5647,sugar|item_O02|item_M05|item_F01|item_E05|item_K05|item_P01|item_P02|item_T02|item_R05
5648,beef|item_S04|item_L02|item_R02|item_J01
5649,salt|item_O02|item_N04|item_J04|item_A01
5650,pasta|milk|beef|fish|orange|item_B04|item_S02|item_O03|item_M04
5651,item_D02|item_E03|item_P02|item_B05
5652,item_M04|item_I03|item_M02|item_E03|item_P05
5653,item_C02|item_N04|item_I01|item_D03|item_R02|eggs|item_O05|item_Q03|item_S03
5654,item_D04|item_F04|bread|item_M04|onion|item_A04|item_G05|item_E05
5655,item_C04|item_J05|item_R04|item_A03
5656,item_S01|item_T03|item_T04|item_C01|item_R03|item_G03|item_J05|item_M01|beef
5657,onion|item_O03|item_F01|item_F04|item_O02|coffee|item_P01|rice|chicken|juice
5658,item_F05|item_Q04|item_Q05|item_N01|item_R02|item_P02|item_I04
5659,item_G05|item_N04|banana|item_I02
5660,item_D02|item_I03|item_L03|item_L02|item_S02|item_I01|apple|milk|item_C05
5661,item_F02|item_E05|item_M03|item_S04|item_I02|item_G03|item_G04|item_R03
5662,item_H02|cheese|item_P05|item_H03|item_I05|item_D03|item_G01|item_C03
5663,rice|oil|juice
5664,item_A04|item_Q01|item_N03|item_P04|item_I03|item_G03
5665,item_O01|item_N01|oil|chicken|item_N03|bread|pasta|item_I03|item_D01|item_J02
5666,item_N03|chips|item_T05
5667,bread|item_E04|item_D05|item_C02|item_F02|item_P01|item_G03|item_A04|item_T04|item_O05
5668,sugar|item_A04|item_E03|eggs|item_T04|item_M03
5669,item_P04|apple|orange|garlic|juice
5670,item_I05|item_A04|garlic|item_M04|onion|item_A02|item_S02|item_G04|item_C04|item_Q04
5671,item_Q05|item_S02|item_O01|item_C05|item_G05|item_F04|item_L05|item_H02
5672,item_R04|rice|chicken|item_G04|item_Q03
5673,item_A04|item_B01|item_T05|item_N02|item_O05|item_H01
5674,item_G05|item_K02|item_C05|item_L01|item_T02|item_O01|item_J04|item_O03
5675,item_T05|item_T03|chicken
5676,apple|item_T05|item_I01|pasta|item_L03|item_S05|item_P01|item_O03|juice
5677,item_B01|item_L04|item_F03|onion|item_K04|item_M04
5678,item_L01|item_Q03|item_K01|item_F03|garlic|item_M03|item_G04|item_G02
5679,item_P05|item_G02|item_E04|onion|item_A03|item_O02|oil
5680,item_Q04|tea|pasta|item_A02|item_B02|item_H01|item_N03|cheese
5681,item_J01|item_P01|coffee|yogurt|eggs|item_L03|item_B01|item_N04
5682,chips|coffee|item_Q03|item_R01|item_B02
5683,onion|oil|item_C02|milk|item_P01|item_B03
5684,sugar|item_L04|salt|yogurt|item_L05|item_I05|item_M02|item_R02|item_J04
5685,item_J03|item_S04|item_C02|item_O02|item_T02|item_D04|item_S05|beef|item_E02
5686,cheese|item_L04|item_O03|item_A05|item_K05|item_S03|tomato|item_P05|item_N03|item_N05
5687,item_G05|beef|item_O02|item_D05|pasta
5688,item_K03|chicken|item_B01
5689,item_Q01|item_D05|item_L03|item_N05|item_D04|item_P03|item_I04|item_Q02|item_A05|item_H02
5690,juice|beef|tea|milk|item_E02|banana|item_S03
5691,item_K02|item_M02|item_S01|item_H05|item_F05
5692,item_L03|item_P02|item_E01|item_G01|item_D02|garlic
5693,item_I05|rice|item_O02|item_K03|item_G04|item_T04|onion
5694,item_K02|beef|item_B02|item_T02|item_N03|item_S04|item_F03|item_L05|item_I02|item_B04
5695,item_G01|item_G05|item_M01|item_N01
5696,item_J04|chicken|item_F02|item_E02
5697,item_A05|item_K03|item_H02|item_P01|item_L01|item_R04|item_T03|coffee|item_T05|chicken
5698,item_R04|juice|item_J03
5699,item_O01|item_F02|item_K04|item_B02|item_A04|item_L04|banana|item_E05|item_K02|item_H02
5700,item_Q01|item_C02|item_T03|item_E01|item_F01|item_C03|item_A01
5701,item_P05|item_G05|item_N02|item_D05|item_K03|item_P04
5702,item_L02|item_T05|item_O01|item_F03|tea
5703,item_K02|item_P03|item_P02|oil|juice
5704,butter|salt|bread|item_L02|item_F02|beef|item_E01|item_R03
5705,item_E04|sugar|chips|item_T03|item_H03|item_C04|coffee|item_J01|item_E02
5706,banana|item_Q04|item_B03|juice|item_R02|item_M01|item_M02|item_O05|item_P05|item_S01
5707,onion|item_K04|item_A05|item_M03|item_B05|item_K05
5708,item_N04|milk|eggs|item_D04|tea|item_T02|item_T05|item_F03
5709,item_A01|item_Q05|item_T04|chicken|item_S01|item_J03
5710,orange|item_Q05|yogurt|coffee|item_M04|item_L02|item_B03|item_S01|pasta|butter
5711,item_H03|item_P01|item_A05|apple|item_H05|item_E04|item_I01|butter|item_R05
5712,item_I02|item_M03|item_S03|orange
5713,item_T04|item_L05|item_M03|coffee|item_L04|item_S04|butter
5714,item_Q01|item_J03|item_E01
5715,item_P04|item_C03|item_O04|item_R01|item_P02|item_O02|eggs|item_I04
5716,item_R01|item_E03|fish
5717,item_N03|item_P03|item_A05|apple|item_C04|item_B05|item_R03|item_N04
5718,item_Q03|item_G04|item_A05
5719,apple|sugar|onion|chips|item_A04|milk|item_B03|item_S04|item_Q03|item_Q05
5720,item_T04|salt|item_I03|item_C02|item_R05|banana
5721,chips|salt|item_C01
5722,item_N05|item_E04|item_A03|onion|item_R04
5723,item_K05|item_I03|item_E04|item_G03|item_L02|item_E03|item_O03
5724,coffee|onion|item_B01
5725,item_T05|item_E02|item_I03|item_J01|item_B03
5726,item_F02|item_S02|item_N04|item_D03|item_K04
5727,item_L02|item_O02|item_P05|item_T04
5728,juice|item_I01|item_D05|item_T01|item_B02|item_G01
5729,eggs|item_K01|item_B02|item_T01|item_Q02|item_R02
5730,eggs|item_R01|item_N05|item_A01|item_D04|item_K03|item_D01
5731,item_H04|item_L01|item_P01|item_M03|item_C05|item_E04|item_R05|item_N05|item_E01|item_B05
5732,item_N04|item_I02|item_F05
5733,bread|item_O05|item_N02|item_D05
5734,item_I01|chips|apple|item_E05|item_T02|item_Q05|juice|item_O04|item_I05|item_S02
5735,banana|item_M04|item_M01|item_K05|item_T04|item_Q05|item_S04|item_L04
5736,item_B03|item_L04|item_E04|item_J01
5737,item_P01|item_C03|item_Q01|chips|item_S01|item_G05|item_I02|item_O05|item_I01
5738,item_D03|item_H03|item_F02
5739,item_F01|onion|item_M04|item_J05
5740,item_N04|item_D04|item_Q03|onion|item_R02|chips|apple|item_E04
5741,item_T01|item_H01|oil|item_K03|item_I02|item_L05
5742,bread|item_J04|item_F02
5743,item_B01|item_Q03|salt|juice|item_Q01|item_J02|item_M05|item_R05|item_G02|item_S05
5744,sugar|item_E05|item_B05|item_R04|item_M02|item_L02|bread
5745,yogurt|item_P04|item_T01|item_E03
5746,item_M05|item_R05|item_K04|item_E01|item_H01
5747,item_L01|item_K05|milk
5748,item_Q01|item_O04|item_O03|item_F03|item_T01|salt|item_J02|item_M01
5749,item_M04|item_A01|fish|item_G01|salt|item_F05|item_O02
5750,item_Q03|item_E05|fish|item_O02
5751,tomato|milk|item_B03|item_O04
5752,item_M05|tomato|item_K01|item_O05|item_P04
5753,item_O04|item_I04|item_K05|item_C05
5754,item_D01|item_C01|item_J02|item_G02|item_D04|item_C02|item_O04|item_N05|item_M02|item_J01
5755,item_K04|apple|item_H03|item_R01|garlic|fish|item_E04|item_Q05|item_H05
5756,item_O03|item_D05|chips|item_Q01|item_S05|item_R02|item_J05|butter|item_R04|item_E05
5757,item_C04|item_N04|item_Q02|item_S04|item_M04|item_D02|item_P05|tomato
5758,item_K03|item_R03|item_A01|item_R04|item_M01|fish|item_R05|rice|item_R02|item_A04
5759,item_P03|bread|item_K02|fish|item_H01|item_D05|item_G03|item_H05|item_G05|item_L03
5760,item_Q01|item_K02|item_A04|item_G01|item_T05|item_G05|item_D01
5761,item_Q04|item_M02|item_Q03|item_B02|item_B05|item_K02
5762,tea|item_S01|item_K03|item_C04|item_F05|item_E02|item_R02|fish|item_J03
5763,coffee|banana|item_I05
5764,oil|item_A04|item_T02|item_C04|tea|item_F05
5765,coffee|oil|item_F02
5766,item_Q04|item_Q01|tea|item_K04|item_E02|item_S01|item_G02|orange
5767,item_Q02|item_M05|item_T05|item_A01|item_J02|item_D03|item_T02
5768,item_T04|item_T05|item_Q04|eggs
5769,item_K02|item_O05|item_A03|item_N04|item_S05
5770,item_K01|item_F04|item_E01|item_I02|sugar|item_Q04|item_B01|item_G01|item_P02|chicken
5771,item_R05|onion|item_O05|item_H02|item_Q02
5772,item_H03|milk|item_J03|item_I01|item_Q03|item_R03|item_S04|item_L01|onion|eggs
5773,item_R01|cheese|beef|item_C03|item_R05|item_C04
5774,item_O04|item_O01|sugar|item_I04|item_N03|item_M01|item_I02|item_B05
5775,item_A02|yogurt|tea|item_K04|rice|item_P03|item_L02
5776,item_J01|item_P04|item_K02|item_E01|item_O04|item_M02
5777,item_R05|item_H03|item_E05|beef|cheese|item_L03|fish|item_P02
5778,item_J03|item_J02|item_D03|chicken|item_K04
5779,item_S01|item_O03|item_T05|item_Q02|item_I05
5780,item_G03|item_J05|item_E03|item_R01|item_S05
5781,item_D04|item_G03|item_C03
5782,item_A04|item_G02|item_L01|item_F01
5783,item_T01|item_R05|item_I04|coffee
5784,item_C05|item_C01|item_Q03|item_R02|item_H01|item_R03|onion
5785,item_T02|item_P02|item_J02|cheese
5786,item_K05|item_B02|item_S01
5787,item_O03|item_C02|eggs|item_H03|item_E03|item_B05|item_N05|item_M02|item_G03
5788,item_B04|item_C02|juice|item_J05|item_Q01|item_S03|item_O02|item_D02|item_N01
5789,item_R01|item_A05|item_O05|item_M05|item_T03
5790,item_E03|item_D05|eggs|item_J03|item_I02|item_G02
5791,oil|item_F02|item_M05
5792,item_P01|item_S02|item_A05|item_F03
5793,item_R01|item_H02|item_K01|item_P05|fish|beef|chicken|item_Q03|item_F01|salt
5794,item_G05|chips|item_R05|item_G01|item_M04|pasta|item_M02
5795,chicken|item_H01|item_B05
5796,bread|item_F03|item_A04|item_Q02|chicken|item_N02|item_T05|item_Q05|item_J04|item_M03
5797,milk|item_G05|chicken|item_M03|item_J05
5798,item_O01|item_N01|item_R03|item_B04|garlic|tomato|item_S03|item_M05|item_R01|item_H02
5799,item_P04|item_F04|item_H04|item_L02|beef|item_I02|item_R05|item_J02
5800,item_D05|item_Q01|item_Q03
5801,item_G01|eggs|item_Q02
5802,juice|item_S04|item_G04|item_D05|item_H01|item_S01
5803,item_C01|item_M01|oil
5804,item_F04|coffee|item_A03|item_T05|item_T02|butter|item_Q04|item_C04|item_O03
5805,item_P04|garlic|juice|tea
5806,item_J02|garlic|item_Q05|item_N05|item_C02|item_R05|item_J03|item_I02|beef
5807,item_R03|butter|item_J03|item_H01|item_P01|item_M03|apple|item_R02
5808,item_I05|item_B03|item_I03|item_T03|item_K03|item_O04|milk|item_M03|item_P05
5809,item_Q03|item_C01|item_B05|item_J03
5810,item_J03|item_N02|item_D04|item_S01|item_F04
5811,item_C01|item_F01|item_E03|salt|sugar|item_A05|item_I02|item_Q02|item_T03
5812,item_J01|onion|item_R03|item_K05|item_G04|item_K03|fish|item_F05|item_N05
5813,item_C03|item_K05|item_M01|item_N02|item_R03|item_L05|item_M02|item_T03|item_J04
5814,item_H01|item_S04|item_S02|banana|item_K02|item_N05|item_E03|item_Q03|item_I05
5815,item_F04|item_T02|item_E02|item_O02|item_K05|sugar|item_I03
5816,item_F05|item_P01|item_L02|tea|item_F03|item_K02|oil|item_S01|item_D05
5817,item_D02|tomato|onion|item_C01|item_A02
5818,item_P04|item_S03|item_B02|item_I05
5819,item_J02|item_A01|item_R03|onion|item_E03|item_H04|banana|item_J01|item_F04
5820,item_O01|item_H04|item_B01|item_S02|item_L03
5821,item_P01|item_A04|eggs|item_L04|item_A02|item_G03|item_J03|item_M05
5822,chicken|item_C05|item_N05
5823,item_J01|garlic|item_C02|oil|item_F04|item_I01|item_A04|item_C05|salt
5824,item_A05|item_P04|item_R02
5825,item_T03|beef|item_O05|butter|item_L03|item_K05
5826,item_I03|item_S02|item_I05|bread|item_L04|rice|item_T04|butter|item_K02
5827,item_A01|item_Q01|item_R05|item_M05
5828,item_Q03|item_K02|item_C05|item_R05|item_P05|coffee|item_I05|item_M04|item_F02|item_N02
5829,item_C02|item_D01|item_D04|bread|item_A05|item_M03|tea|salt|beef
5830,item_I03|item_L04|item_M03|eggs|item_F03
5831,item_I05|item_T01|banana|item_R04|item_R03|item_M01|item_A03|bread
5832,item_B02|juice|eggs|item_Q05|item_O04
5833,item_L04|item_K02|item_N01|sugar|item_Q03|milk|rice
5834,orange|item_L04|item_J01|item_B05|item_C02|tomato
5835,tea|item_F04|item_E01|orange|item_D02|item_G05
5836,orange|oil|item_D01|juice|item_S04|eggs|fish|item_N05
5837,item_B02|item_E04|item_T02|item_G03|item_E03|item_O02|banana|item_A05|fish
5838,item_S03|item_R05|item_Q05|item_A01|item_A03
5839,item_K02|cheese|item_L05|item_C03|item_E05
5840,item_Q02|butter|item_L03|juice|item_O03|item_C03|item_M05|item_B05
5841,item_N01|item_T03|item_E01
5842,item_M05|item_G03|item_C02|item_R01|item_E02|item_O03
5843,item_Q02|item_C03|item_I01|item_G05|item_A02|item_F01|bread|item_H04|beef|tea
5844,item_P05|item_J02|item_K03|item_S04|item_H04|item_I03|item_E02|onion|item_L01|item_G01
5845,juice|item_H05|beef|item_N01|item_N05|item_E02|item_F03|item_F02
5846,item_E05|item_R02|item_F03|item_L03
5847,item_I02|item_E03|item_N04|item_L01|bread|item_H05|item_A03|fish
5848,tomato|item_D03|item_P05
5849,item_F05|item_O04|item_H02|item_Q03
5850,item_R01|item_J05|item_A05|chicken|cheese|item_I04
5851,salt|fish|item_S03|item_C02|item_P02|item_L02|item_R03|item_E02|item_D01
5852,item_H04|item_F03|item_R05|item_S03|item_O01|item_Q02|eggs|item_G02|butter
5853,item_P05|item_D03|item_O03|item_I03|item_F03|item_M04
5854,item_I01|butter|item_M01
5855,item_H05|item_M01|item_C04|item_M02|item_F03
5856,tomato|item_K05|item_A01|item_L05|butter|item_O02
5857,sugar|item_M05|item_Q04|item_R04|item_O03|item_C03
5858,item_S02|bread|item_K01|item_A04|juice|onion|item_S05
5859,item_L02|onion|item_F04|item_F03|item_I01|item_K01|item_L04
5860,item_O01|item_I01|chips|item_Q05|item_I03|banana|item_C04|beef
5861,item_I01|yogurt|item_L01
5862,item_Q01|item_J02|item_L04|item_T03
5863,bread|item_F03|item_M03|item_J04|banana|item_H04|salt|item_O01|item_P03
5864,oil|item_K02|pasta
5865,item_R02|item_B04|item_J01|item_P04
5866,item_A03|item_T01|item_R05|item_A02|item_O04|item_J01|cheese|item_M04|item_I01|item_K03
5867,item_H02|item_L03|item_N01|item_N05|item_T01|item_Q05
5868,item_H04|item_R02|item_D04|item_N05|item_E05|pasta|item_I02|item_A05
5869,item_F02|item_F04|item_B01
5870,item_Q04|item_N05|item_C05|item_E02|item_G02
5871,item_B01|item_J05|item_M02|item_C01
5872,item_A03|item_T03|oil|item_K02|item_J04
5873,item_P03|item_I01|item_A02|fish|item_M02|item_T04|item_E02|item_A01|item_Q01|item_G03
5874,item_M04|item_B05|tea|item_G02
5875,garlic|item_G04|item_F01
5876,item_D03|item_T02|item_S05|oil|item_N05|item_H02|apple|item_T03|item_K04|item_S03
5877,item_P01|yogurt|item_J03|cheese|item_H01
5878,item_S01|salt|item_I01
5879,banana|item_B05|item_A01|item_B01|tea|milk|item_I03|item_I05
5880,item_K05|cheese|item_C01|item_S03
5881,item_C02|item_Q01|item_O01|garlic
5882,item_Q05|item_Q03|item_D02
5883,item_S05|item_P04|item_M02|item_N01|item_T02
5884,item_O03|milk|item_M01|juice|item_T05|item_P04|item_I03
5885,item_C01|item_S04|item_Q05
5886,item_E04|item_S05|coffee|item_S02|item_K02|item_I05|item_F05|item_A03|item_A04
5887,item_H05|rice|item_R05
5888,item_G02|item_C05|tea|item_S05|cheese|item_J04|banana
5889,sugar|item_G04|item_J05|item_Q02|item_C03
5890,item_M05|item_L05|item_R02
5891,salt|item_H04|item_Q05|item_O04|milk
5892,item_D01|item_B05|item_D03|item_O04|item_T01|item_K04|item_L02|chicken|fish|item_N04
5893,tomato|item_K01|item_Q04|beef|item_M03|item_T03|item_M05
5894,item_M02|item_G03|item_R02
5895,item_J01|rice|item_F05|item_R01|yogurt|item_Q01
5896,item_C01|eggs|yogurt|item_Q02|item_Q04|item_I01|item_H01|item_I03|item_C03
5897,item_H04|item_L04|item_C01|item_B02|item_R01|tea
5898,item_N03|item_P04|item_F03
5899,item_L04|item_H02|item_Q04|item_Q05|butter
5900,item_O05|item_P04|item_O03|item_E01|item_I03|item_O02|item_Q01|chips|item_K02
5901,item_N01|item_P03|item_F02|item_G04|item_L05|item_I03
5902,cheese|item_A02|item_D01|item_F04|item_S03|item_G03|item_E05|item_G02|item_J04|item_A05
5903,item_C03|item_N02|item_B05|tomato|item_E01|item_H03
5904,item_E01|item_T03|item_I01|item_O02|item_P05|sugar|rice|item_E05|item_M02
5905,item_I04|item_D02|item_N03|orange|item_H03|item_E01|oil|item_H04|banana
5906,yogurt|butter|item_N01
5907,item_B01|item_N05|item_D03|item_T02|chicken|item_L05
5908,item_M03|pasta|item_O02|item_Q04|sugar|item_B03|item_S05
5909,juice|item_S05|butter|item_N01|item_P01
5910,item_R04|item_G04|item_D01|item_I03|item_D02|item_E03|item_B02|tomato
5911,item_R03|tea|item_B02|item_A03|item_D01|item_L03
5912,tea|item_H03|item_D01|item_K04|item_P02|salt|item_F05
5913,item_B04|item_K03|item_C01
5914,oil|item_M04|item_H02|cheese|item_B03
5915,item_A05|item_F05|juice|item_S02|item_D02|item_L02|item_L04|item_N01|item_Q05
5916,item_A05|beef|tomato|item_Q01
5917,item_I02|item_E05|coffee|pasta|item_O05|item_K01|cheese
5918,rice|coffee|item_S04|item_L04|item_H01
5919,beef|item_T02|item_M03|item_Q02|item_C05|item_H05|item_E03|item_C04|item_K03
5920,item_N05|item_R01|item_Q03|onion|tea|item_I05|oil|item_S01
5921,butter|apple|bread
5922,item_R01|item_J02|item_E02|item_T02
5923,item_L05|item_R03|item_G03|item_O03
5924,item_T05|item_C05|item_R04
5925,item_L04|item_T04|item_A05
5926,item_R03|item_Q01|item_H01|item_K05|item_O01|item_S03|item_Q05
5927,item_K02|eggs|item_L02|item_H04|item_M03|item_M01|item_N02|item_P03
5928,item_B05|item_S03|item_A03|eggs|item_Q03|item_F02|item_R02|fish|item_T04|item_Q02
5929,item_P05|item_E04|item_F05|item_L05|item_Q04|item_R03|yogurt|item_I02|item_L03
5930,eggs|item_R02|fish|item_A01|item_O02|item_F03|item_M01|item_C04|item_G04
5931,item_O01|item_L01|item_O05
5932,bread|rice|cheese|item_P01|item_R02|item_J05|item_P03
5933,item_F04|item_A04|item_T03|item_L05|chicken
5934,item_G05|item_G04|item_H05|item_D02|item_T03|item_M03|chips|item_P04|item_O01|item_N03
5935,item_O02|item_S02|tea
